Rapporterat vetenskapligt namn	Vetenskapligt namn	DyntaxaID	FÃ¶rÃ¤ldrataxa	Antal rÃ¤knade rader i databasen	AphiaID	Match type	LSID	TSN	Qualitystatus	Taxon status	ScientificName	Authority	AphiaID_accepted	used_aphia_id	ScientificName_accepted	Authority_accepted	Kingdom	Phylum	Class	Order	Family	Genus	Subgenus	Species	Subspecies	isMarine	isBrackish	isFresh	isTerrestrial	Citation		
Protoperidinium quarnerense	Protoperidinium quarnerense	238278	Chromista - Harosa - Halvaria - Alveolata - Miozoa - Myzozoa - Dinozoa - Dinoflagellata - Dinophyceae - Peridiniales - Protoperidiniaceae - Protoperidinium - Protoperidinium quarnerense	4	110250	exact	urn:lsid:marinespecies.org:taxname:110250	10341	Checked by Taxonomic Editor	accepted	Protoperidinium quarnerense	(B.Schröder, 1900) Balech, 1974	110250	110250	Protoperidinium quarnerense	(B.Schröder, 1900) Balech, 1974	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium		quarnerense		1			0	Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Protoperidinium quarnerense (B.Schröder, 1900) Balech, 1974. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110250 on 2022-09-20		
Protoperidinium steinii	Protoperidinium steinii	238280	Chromista - Harosa - Halvaria - Alveolata - Miozoa - Myzozoa - Dinozoa - Dinoflagellata - Dinophyceae - Peridiniales - Protoperidiniaceae - Protoperidinium - Protoperidinium steinii	3836	110257	exact	urn:lsid:marinespecies.org:taxname:110257		Checked by Taxonomic Editor	accepted	Protoperidinium steinii	(Jørgensen, 1899) Balech, 1974	110257	110257	Protoperidinium steinii	(Jørgensen, 1899) Balech, 1974	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium		steinii		1			0	Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Protoperidinium steinii (Jørgensen, 1899) Balech, 1974. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110257 on 2022-09-20		
Protoperidinium subinerme	Protoperidinium subinerme	238282	Chromista - Harosa - Halvaria - Alveolata - Miozoa - Myzozoa - Dinozoa - Dinoflagellata - Dinophyceae - Peridiniales - Protoperidiniaceae - Protoperidinium - Protoperidinium subinerme	145	110259	exact	urn:lsid:marinespecies.org:taxname:110259	10259	Checked by Taxonomic Editor	accepted	Protoperidinium subinerme	(Paulsen) Loeblich III, 1969	110259	110259	Protoperidinium subinerme	(Paulsen) Loeblich III, 1969	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium		subinerme		1			0	Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Protoperidinium subinerme (Paulsen) Loeblich III, 1969. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110259 on 2022-09-20		
Protoperidinium thorianum	Protoperidinium thorianum	238283	Chromista - Harosa - Halvaria - Alveolata - Miozoa - Myzozoa - Dinozoa - Dinoflagellata - Dinophyceae - Peridiniales - Protoperidiniaceae - Protoperidinium - Protoperidinium thorianum	25	110260	exact	urn:lsid:marinespecies.org:taxname:110260	10239	Checked by Taxonomic Editor	accepted	Protoperidinium thorianum	(Paulsen, 1905) Balech, 1974	110260	110260	Protoperidinium thorianum	(Paulsen, 1905) Balech, 1974	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium		thorianum		1			0	Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Protoperidinium thorianum (Paulsen, 1905) Balech, 1974. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110260 on 2022-09-20		
Protula tubularia	Protula tubularia	227648	Animalia - Annelida - Polychaeta - Sedentaria - Canalipalpata - Sabellida - Serpulidae - Protula - Protula tubularia	45	131035	exact	urn:lsid:marinespecies.org:taxname:131035	68299	Checked by Taxonomic Editor	accepted	Protula tubularia	(Montagu, 1803)	131035	131035	Protula tubularia	(Montagu, 1803)	Animalia	Annelida	Polychaeta	Sabellida	Serpulidae	Protula		tubularia		1	0	0	0	"Read, G.; Fauchald, K. (Ed.) (2022). World Polychaeta Database. Protula tubularia (Montagu, 1803). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=131035 on 2022-09-20"		
Prymnesiales	Prymnesiales	3000557	Chromista - Hacrobia - Haptophyta - Coccolithophyceae - Prymnesiophycidae - Prymnesiales	13009	115061	exact	urn:lsid:marinespecies.org:taxname:115061	2158	Checked by Taxonomic Editor	accepted	Prymnesiales	Papenfuss, 1955	115061	115061	Prymnesiales	Papenfuss, 1955	Chromista	Haptophyta	Prymnesiophyceae	Prymnesiales						1	1	1		Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Prymnesiales. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=115061 on 2022-09-20		
Prymnesium	Prymnesium	1010299	Chromista - Hacrobia - Haptophyta - Coccolithophyceae - Prymnesiophycidae - Prymnesiales - Prymnesiaceae - Prymnesium	158	160563	exact	urn:lsid:marinespecies.org:taxname:160563	2169	Checked by Taxonomic Editor	accepted	Prymnesium	Massart, 1920	160563	160563	Prymnesium	Massart, 1920	Chromista	Haptophyta	Prymnesiophyceae	Prymnesiales	Prymnesiaceae	Prymnesium				1	1	1		Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Prymnesium Massart, 1920. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=160563 on 2022-09-20		
Psammechinus miliaris	Psammechinus miliaris	217717	Animalia - Echinodermata - Echinozoa - Echinoidea - Euechinoidea - Echinacea - Echinidea - Parechinidae - Psammechinus - Psammechinus miliaris	76	124319	exact	urn:lsid:marinespecies.org:taxname:124319	157954	Checked by Taxonomic Editor	accepted	Psammechinus miliaris	(P.L.S. Müller, 1771)	124319	124319	Psammechinus miliaris	(P.L.S. Müller, 1771)	Animalia	Echinodermata	Echinoidea	Camarodonta	Parechinidae	Psammechinus		miliaris		1	0	0	0	"Kroh, A.; Mooi, R. (2022). World Echinoidea Database. Psammechinus miliaris (P.L.S. Müller, 1771). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=124319 on 2022-09-20"		
Psammoryctides	Psammoryctides	1006778	Animalia - Annelida - Clitellata - Haplotaxida - Naididae - Tubificinae - Psammoryctides	9	137391	exact	urn:lsid:marinespecies.org:taxname:137391	68751	Checked by Taxonomic Editor	accepted	Psammoryctides	Hrabe, 1964	137391	137391	Psammoryctides	Hrabe, 1964	Animalia	Annelida	Clitellata	Tubificida	Naididae	Psammoryctides				0		1	0	Timm, T. & Erséus, C. (2022). World List of Marine Oligochaeta. Psammoryctides Hrabe, 1964. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137391 on 2022-09-20		
Psammoryctides albicola	Psammoryctides albicola	225606	Animalia - Annelida - Clitellata - Haplotaxida - Naididae - Tubificinae - Psammoryctides - Psammoryctides albicola	4	476056	exact	urn:lsid:marinespecies.org:taxname:476056		Checked by Taxonomic Editor	accepted	Psammoryctides albicola	(Michaelsen, 1901)	476056	476056	Psammoryctides albicola	(Michaelsen, 1901)	Animalia	Annelida	Clitellata	Tubificida	Naididae	Psammoryctides		albicola		1				Timm, T. & Erséus, C. (2022). World List of Marine Oligochaeta. Psammoryctides albicola (Michaelsen, 1901). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=476056 on 2022-09-20		
Psammoryctides barbatus	Psammoryctides barbatus	225607	Animalia - Annelida - Clitellata - Haplotaxida - Naididae - Tubificinae - Psammoryctides - Psammoryctides barbatus	24	176517	exact	urn:lsid:marinespecies.org:taxname:176517	68754	Checked by Taxonomic Editor	accepted	Psammoryctides barbatus	(Grube, 1860)	176517	176517	Psammoryctides barbatus	(Grube, 1860)	Animalia	Annelida	Clitellata	Tubificida	Naididae	Psammoryctides		barbatus		0	0	1	0	Timm, T. & Erséus, C. (2022). World List of Marine Oligochaeta. Psammoryctides barbatus (Grube, 1860). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=176517 on 2022-09-20		
Psectrocladius	Psectrocladius	1010091	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Orthocladiinae - Psectrocladius	46	156908	exact	urn:lsid:marinespecies.org:taxname:156908	129018	Edited by Database Management Team	accepted	Psectrocladius	Kieffer, 1906	156908	156908	Psectrocladius	Kieffer, 1906	Animalia	Arthropoda	Hexapoda	Diptera	Chironomidae	Psectrocladius								WoRMS (2022). Psectrocladius Kieffer, 1906. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=156908 on 2022-09-20		
Psetta maxima	Scophthalmus maximus	206247	Animalia - Chordata - Craniata - Vertebrata - Gnathostomata - Teleostomi - Osteichthyes - Actinopterygii - Neopterygii - Teleostei - Euteleostei - Acanthopterygii - Pleuronectiformes - Pleuronectoidei - Scophthalmidae - Scophthalmus - Scophthalmus maximus	12	127149	exact	urn:lsid:marinespecies.org:taxname:127149	172748	Checked by Taxonomic Editor	accepted	Scophthalmus maximus	(Linnaeus, 1758)	127149	127149	Scophthalmus maximus	(Linnaeus, 1758)	Animalia	Chordata	Actinopteri	Pleuronectiformes	Scophthalmidae	Scophthalmus		maximus		1	1	0	0	Froese, R. and D. Pauly. Editors. (2022). FishBase. Scophthalmus maximus (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127149 on 2022-09-20		
Pseudanabaena	Pseudanabaena	1010244	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Pseudanabaenaceae - Pseudanabaena	6062	177588	exact	urn:lsid:marinespecies.org:taxname:177588	1175	Checked by Taxonomic Editor	accepted	Pseudanabaena	Lauterborn, 1915	177588	177588	Pseudanabaena	Lauterborn, 1915	Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Pseudanabaenaceae	Pseudanabaena				1		1	1	Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Pseudanabaena Lauterborn, 1915. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=177588 on 2022-09-20		
Pseudanabaena acicularis	Pseudanabaena acicularis	236784	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Pseudanabaenaceae - Pseudanabaena - Pseudanabaena acicularis	4	577876	exact	urn:lsid:marinespecies.org:taxname:577876		Checked by Taxonomic Editor	accepted	Pseudanabaena acicularis	(Nygaard) Anagnostidis & Komárek, 1988	577876	577876	Pseudanabaena acicularis	(Nygaard) Anagnostidis & Komárek, 1988	Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Pseudanabaenaceae	Pseudanabaena		acicularis		0	0	1		Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Pseudanabaena acicularis (Nygaard) Anagnostidis & Komárek, 1988. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=577876 on 2022-09-20		
Pseudanabaena limnetica	Pseudanabaena limnetica	236786	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Pseudanabaenaceae - Pseudanabaena - Pseudanabaena limnetica	4827	177590	exact	urn:lsid:marinespecies.org:taxname:177590		Checked by Taxonomic Editor	accepted	Pseudanabaena limnetica	(Lemmermann) Komárek, 1974	177590	177590	Pseudanabaena limnetica	(Lemmermann) Komárek, 1974	Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Pseudanabaenaceae	Pseudanabaena		limnetica		0	0	1		Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Pseudanabaena limnetica (Lemmermann) Komárek, 1974. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=177590 on 2022-09-20		
Pseudanabaena mucicola	Pseudanabaena mucicola	236787	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Pseudanabaenaceae - Pseudanabaena - Pseudanabaena mucicola	8	177592	exact	urn:lsid:marinespecies.org:taxname:177592	1180	Checked by Taxonomic Editor	accepted	Pseudanabaena mucicola	(Naumann & Huber-Pestalozzi) Schwabe, 1964	177592	177592	Pseudanabaena mucicola	(Naumann & Huber-Pestalozzi) Schwabe, 1964	Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Pseudanabaenaceae	Pseudanabaena		mucicola		0	0	1	0	Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Pseudanabaena mucicola (Naumann & Huber-Pestalozzi) Schwabe, 1964. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=177592 on 2022-09-20		
Pseudione borealis	Pseudione borealis	243404	Animalia - Arthropoda - Crustacea - Malacostraca - Eumalacostraca - Peracarida - Isopoda - Cymothoida - Epicaridea - Bopyroidea - Bopyridae - Pseudione - Pseudione borealis	3	118235	exact	urn:lsid:marinespecies.org:taxname:118235	546515	Checked by Taxonomic Editor	accepted	Pseudione borealis	Caspers, 1939	118235	118235	Pseudione borealis	Caspers, 1939	Animalia	Arthropoda	Malacostraca	Isopoda	Bopyridae	Pseudione		borealis		1	0	0	0	"Boyko, C.B.; Bruce, N.L.; Hadfield, K.A.; Merrin, K.L.; Ota, Y.; Poore, G.C.B.; Taiti, S. (Eds) (2008 onwards). World Marine, Freshwater and Terrestrial Isopod Crustaceans database. Pseudione borealis Caspers, 1939. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=118235 on 2022-09-20"		
Pseudione callanassae	Pseudione callianassae	263253	Animalia - Arthropoda - Crustacea - Malacostraca - Eumalacostraca - Peracarida - Isopoda - Cymothoida - Epicaridea - Bopyroidea - Bopyridae - Pseudione - Pseudione callianassae	10	118236	exact	urn:lsid:marinespecies.org:taxname:118236	206364	Checked by Taxonomic Editor	accepted	Pseudione callianassae	Kossmann, 1881	118236	118236	Pseudione callianassae	Kossmann, 1881	Animalia	Arthropoda	Malacostraca	Isopoda	Bopyridae	Pseudione		callianassae		1	0	0	0	"Boyko, C.B.; Bruce, N.L.; Hadfield, K.A.; Merrin, K.L.; Ota, Y.; Poore, G.C.B.; Taiti, S. (Eds) (2008 onwards). World Marine, Freshwater and Terrestrial Isopod Crustaceans database. Pseudione callianassae Kossmann, 1881. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=118236 on 2022-09-20"		
Pseudocalanus	Pseudocalanus	1009470	Animalia - Arthropoda - Crustacea - Maxillopoda - Copepoda - Calanoida - Clausocalanidae - Pseudocalanus	24590	104165	exact	urn:lsid:marinespecies.org:taxname:104165	85369	Checked by Taxonomic Editor	accepted	Pseudocalanus	Boeck, 1872	104165	104165	Pseudocalanus	Boeck, 1872	Animalia	Arthropoda	Copepoda	Calanoida	Clausocalanidae	Pseudocalanus				1	0	0	0	"Walter, T.C.; Boxshall, G. (2022). World of Copepods Database. Pseudocalanus Boeck, 1872. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=104165 on 2022-09-20"		
Pseudocalanus elongatus	Pseudocalanus elongatus	242096	Animalia - Arthropoda - Crustacea - Maxillopoda - Copepoda - Calanoida - Clausocalanidae - Pseudocalanus - Pseudocalanus elongatus	13502	104515	exact	urn:lsid:marinespecies.org:taxname:104515	85370	Checked by Taxonomic Editor	accepted	Pseudocalanus elongatus	(Brady, 1865)	104515	104515	Pseudocalanus elongatus	(Brady, 1865)	Animalia	Arthropoda	Copepoda	Calanoida	Clausocalanidae	Pseudocalanus		elongatus		1	0	0	0	"Walter, T.C.; Boxshall, G. (2022). World of Copepods Database. Pseudocalanus elongatus (Brady, 1865). Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=104515 on 2022-09-20"		
Pseudocalanus minutus	Pseudocalanus minutus	233769	Animalia - Arthropoda - Crustacea - Maxillopoda - Copepoda - Calanoida - Clausocalanidae - Pseudocalanus - Pseudocalanus minutus	79	104517	exact	urn:lsid:marinespecies.org:taxname:104517	85371	Checked by Taxonomic Editor	accepted	Pseudocalanus minutus	(Krøyer, 1845)	104517	104517	Pseudocalanus minutus	(Krøyer, 1845)	Animalia	Arthropoda	Copepoda	Calanoida	Clausocalanidae	Pseudocalanus		minutus		1	0	0	0	"Walter, T.C.; Boxshall, G. (2022). World of Copepods Database. Pseudocalanus minutus (Krøyer, 1845). Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=104517 on 2022-09-20"		
