Rapporterat vetenskapligt namn	Vetenskapligt namn	DyntaxaID	FÃ¶rÃ¤ldrataxa	Antal rÃ¤knade rader i databasen	AphiaID	Match type	LSID	TSN	Qualitystatus	Taxon status	ScientificName	Authority	AphiaID_accepted	used_aphia_id	ScientificName_accepted	Authority_accepted	Kingdom	Phylum	Class	Order	Family	Genus	Subgenus	Species	Subspecies	isMarine	isBrackish	isFresh	isTerrestrial	Citation		
Halicryptus	Halicryptus	1009330	Animalia - Priapulida - Priapulidae - Halicryptus	19	101093	exact	urn:lsid:marinespecies.org:taxname:101093	155158	Checked by Taxonomic Editor	accepted	Halicryptus	von Siebold, 1849	101093	101093	Halicryptus	von Siebold, 1849	Animalia	Priapulida		Halicryptomorpha	Halicryptidae	Halicryptus				1				Neuhaus, B. (2022). World List of Priapulida. Halicryptus von Siebold, 1849. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=101093 on 2022-09-20		
Halicryptus spinulosus	Halicryptus spinulosus	233496	Animalia - Priapulida - Priapulidae - Halicryptus - Halicryptus spinulosus	19216	101156	exact	urn:lsid:marinespecies.org:taxname:101156	155159	Checked by Taxonomic Editor	accepted	Halicryptus spinulosus	von Siebold, 1849	101156	101156	Halicryptus spinulosus	von Siebold, 1849	Animalia	Priapulida		Halicryptomorpha	Halicryptidae	Halicryptus		spinulosus		1				Neuhaus, B. (2022). World List of Priapulida. Halicryptus spinulosus von Siebold, 1849. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=101156 on 2022-09-20		
Halidrys siliquosa	Halidrys siliquosa	232760	Chromista - Harosa - Halvaria - Heterokonta - Ochrophyta - Phaeophyceae - Fucales - Sargassaceae - Halidrys - Halidrys siliquosa	6935	145540	exact	urn:lsid:marinespecies.org:taxname:145540	11386	Checked by Taxonomic Editor	accepted	Halidrys siliquosa	(Linnaeus) Lyngbye, 1819	145540	145540	Halidrys siliquosa	(Linnaeus) Lyngbye, 1819	Chromista	Ochrophyta	Phaeophyceae	Fucales	Sargassaceae	Halidrys		siliquosa		1				Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Halidrys siliquosa (Linnaeus) Lyngbye, 1819. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=145540 on 2022-09-20		
Haliella stenostoma	Haliella stenostoma	217965	Animalia - Mollusca - Gastropoda - Caenogastropoda - Littorinimorpha - Vanikoroidea - Eulimidae - Haliella - Haliella stenostoma	125	139825	exact	urn:lsid:marinespecies.org:taxname:139825	72522	Checked by Taxonomic Editor	accepted	Haliella stenostoma	(Jeffreys, 1858)	139825	139825	Haliella stenostoma	(Jeffreys, 1858)	Animalia	Mollusca	Gastropoda	Littorinimorpha	Eulimidae	Haliella		stenostoma		1				MolluscaBase eds. (2022). MolluscaBase. Haliella stenostoma (Jeffreys, 1858). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=139825 on 2022-09-20		
Haliosiphon tomentosus	Halosiphon tomentosus	232751	Chromista - Harosa - Halvaria - Heterokonta - Ochrophyta - Phaeophyceae - Tilopteridales - Halosiphonaceae - Halosiphon - Halosiphon tomentosus	16	145723	exact	urn:lsid:marinespecies.org:taxname:145723		Checked by Taxonomic Editor	accepted	Halosiphon tomentosus	(Lyngbye) Jaasund, 1957	145723	145723	Halosiphon tomentosus	(Lyngbye) Jaasund, 1957	Chromista	Ochrophyta	Phaeophyceae	Tilopteridales	Halosiphonaceae	Halosiphon		tomentosus		1	1			Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Halosiphon tomentosus (Lyngbye) Jaasund, 1957. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=145723 on 2022-09-20		
Haliphron atlanticum	Haliphron atlanticus	218225	Animalia - Mollusca - Cephalopoda - Octopoda - Alloposidae - Haliphron - Haliphron atlanticus	2	341781	exact	urn:lsid:marinespecies.org:taxname:341781	205738	Checked by Taxonomic Editor	accepted	Haliphron atlanticus	Steenstrup, 1861	341781	341781	Haliphron atlanticus	Steenstrup, 1861	Animalia	Mollusca	Cephalopoda	Octopoda	Alloposidae	Haliphron		atlanticus		1		0	0	MolluscaBase eds. (2022). MolluscaBase. Haliphron atlanticus Steenstrup, 1861. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=341781 on 2022-09-20		
Haliplidae	Haliplidae	2001010	Animalia - Arthropoda - Hexapoda - Insecta - Coleoptera - Adephaga - Caraboidea - Haliplidae	12	150731	exact	urn:lsid:marinespecies.org:taxname:150731	111857	Edited by Database Management Team	accepted	Haliplidae	Aubé, 1836	150731	150731	Haliplidae	Aubé, 1836	Animalia	Arthropoda	Hexapoda	Coleoptera	Haliplidae							1	1	WoRMS (2022). Haliplidae Aubé, 1836. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=150731 on 2022-09-20		
Haliplus	Haliplus	1002404	Animalia - Arthropoda - Hexapoda - Insecta - Coleoptera - Adephaga - Caraboidea - Haliplidae - Haliplus	59	150761	exact	urn:lsid:marinespecies.org:taxname:150761	111858	Edited by Database Management Team	accepted	Haliplus	Latreille, 1802	150761	150761	Haliplus	Latreille, 1802	Animalia	Arthropoda	Hexapoda	Coleoptera	Haliplidae	Haliplus							1	WoRMS (2022). Haliplus Latreille, 1802. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=150761 on 2022-09-20		
Haliplus confinis	Haliplus confinis	103565	Animalia - Arthropoda - Hexapoda - Insecta - Coleoptera - Adephaga - Caraboidea - Haliplidae - Haliplus - Haliplus confinis	7	235811	exact	urn:lsid:marinespecies.org:taxname:235811		Checked by Taxonomic Editor	accepted	Haliplus confinis	Stephens, 1828	235811	235811	Haliplus confinis	Stephens, 1828	Animalia	Arthropoda	Hexapoda	Coleoptera	Haliplidae	Haliplus		confinis		0	0	0	1	WoRMS (2022). Haliplus confinis Stephens, 1828. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=235811 on 2022-09-20		
Halipteris	Halipteris	1004863	Animalia - Cnidaria - Anthozoa - Octocorallia - Pennatulacea - Halipteridae - Halipteris	32	128491	exact	urn:lsid:marinespecies.org:taxname:128491	719025	Checked by Taxonomic Editor	unaccepted	Halipteris	Kölliker, 1870	146534	146534	Balticina	Gray, 1870	Animalia	Cnidaria	Anthozoa	Pennatulacea	Halipteridae	Halipteris				1	0	0	0	"McFadden, C.; Cordeiro, R.; Williams, G.; van Ofwegen, L. (2022). World List of Octocorallia. Halipteris Kölliker, 1870. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=128491 on 2022-09-20"		
Halosiphon	Halosiphon	1008542	Chromista - Harosa - Halvaria - Heterokonta - Ochrophyta - Phaeophyceae - Tilopteridales - Halosiphonaceae - Halosiphon	5	144198	exact	urn:lsid:marinespecies.org:taxname:144198		Checked by Taxonomic Editor	accepted	Halosiphon	Jaasund, 1957	144198	144198	Halosiphon	Jaasund, 1957	Chromista	Ochrophyta	Phaeophyceae	Tilopteridales	Halosiphonaceae	Halosiphon				1	1			Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Halosiphon Jaasund, 1957. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=144198 on 2022-09-20		
Halosphaera	Halosphaera	1010809	Plantae - Viridiplantae - Chlorophyta - Chlorophyta - Pyramimonadophyceae - Pyramimonadales - Pyramimonadaceae - Halosphaera	90	134528	exact	urn:lsid:marinespecies.org:taxname:134528	9596	Checked by Taxonomic Editor	accepted	Halosphaera	K.J.F.Schmitz, 1878	134528	134528	Halosphaera	K.J.F.Schmitz, 1878	Plantae	Chlorophyta	Pyramimonadophyceae	Pyramimonadales	Pyramimonadaceae	Halosphaera				1				Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Halosphaera K.J.F.Schmitz, 1878. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=134528 on 2022-09-20		
Halosphaera viridis	Halosphaera viridis	238981	Plantae - Viridiplantae - Chlorophyta - Chlorophyta - Pyramimonadophyceae - Pyramimonadales - Pyramimonadaceae - Halosphaera - Halosphaera viridis	15	134546	exact	urn:lsid:marinespecies.org:taxname:134546	9597	Checked by Taxonomic Editor	accepted	Halosphaera viridis	F.Schmitz, 1878	134546	134546	Halosphaera viridis	F.Schmitz, 1878	Plantae	Chlorophyta	Pyramimonadophyceae	Pyramimonadales	Pyramimonadaceae	Halosphaera		viridis		1				Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Halosphaera viridis F.Schmitz, 1878. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=134546 on 2022-09-20		
Hannaea arcus	Hannaea arcus	262670	Chromista - Harosa - Halvaria - Heterokonta - Bacillariophyta - Bacillariophyceae - Fragilariophycidae - Licmophorales - Ulnariaceae - Hannaea - Hannaea arcus	2	180342	exact	urn:lsid:marinespecies.org:taxname:180342	3322	Checked by Taxonomic Editor	accepted	Hannaea arcus	(Ehrenberg) R.M.Patrick in Patrick & Reimer, 1966	180342	180342	Hannaea arcus	(Ehrenberg) R.M.Patrick in Patrick & Reimer, 1966	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Hannaea		arcus		0	0	1	0	"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2022). DiatomBase. Hannaea arcus (Ehrenberg) R.M.Patrick in Patrick & Reimer, 1966. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=180342 on 2022-09-20"		
Haploops	Haploops	1009331	Animalia - Arthropoda - Crustacea - Malacostraca - Eumalacostraca - Peracarida - Amphipoda - Amphilochidea - Lysianassida - Synopioidea - Ampeliscidae - Haploops	12	101447	exact	urn:lsid:marinespecies.org:taxname:101447	93375	Checked by Taxonomic Editor	accepted	Haploops	Liljeborg, 1856	101447	101447	Haploops	Liljeborg, 1856	Animalia	Arthropoda	Malacostraca	Amphipoda	Ampeliscidae	Haploops				1				"Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C.O.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Sket, B.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. (2022). World Amphipoda Database. Haploops Liljeborg, 1856. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=101447 on 2022-09-20"		
Haploops tenuis	Haploops tenuis	234287	Animalia - Arthropoda - Crustacea - Malacostraca - Eumalacostraca - Peracarida - Amphipoda - Amphilochidea - Lysianassida - Synopioidea - Ampeliscidae - Haploops - Haploops tenuis	251	101957	exact	urn:lsid:marinespecies.org:taxname:101957		Checked by Taxonomic Editor	accepted	Haploops tenuis	Kanneworff, 1966	101957	101957	Haploops tenuis	Kanneworff, 1966	Animalia	Arthropoda	Malacostraca	Amphipoda	Ampeliscidae	Haploops		tenuis		1	0	0	0	"Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C.O.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Sket, B.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. (2022). World Amphipoda Database. Haploops tenuis Kanneworff, 1966. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=101957 on 2022-09-20"		
Haploops tubicola	Haploops tubicola	233497	Animalia - Arthropoda - Crustacea - Malacostraca - Eumalacostraca - Peracarida - Amphipoda - Amphilochidea - Lysianassida - Synopioidea - Ampeliscidae - Haploops - Haploops tubicola	264	101958	exact	urn:lsid:marinespecies.org:taxname:101958	93376	Checked by Taxonomic Editor	accepted	Haploops tubicola	Liljeborg, 1856	101958	101958	Haploops tubicola	Liljeborg, 1856	Animalia	Arthropoda	Malacostraca	Amphipoda	Ampeliscidae	Haploops		tubicola		1	0	0	0	"Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C.O.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Sket, B.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. (2022). World Amphipoda Database. Haploops tubicola Liljeborg, 1856. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=101958 on 2022-09-20"		
Haplosclerida	Haplosclerida	3000009	Animalia - Porifera - Demospongiae - Heteroscleromorpha - Haplosclerida	13	131598	exact	urn:lsid:marinespecies.org:taxname:131598	47690	Checked by Taxonomic Editor	accepted	Haplosclerida	Topsent, 1928	131598	131598	Haplosclerida	Topsent, 1928	Animalia	Porifera	Demospongiae	Haplosclerida						1	0	0	0	"de Voogd, N.J.; Alvarez, B.; Boury-Esnault, N.; Carballo, J.L.; Cárdenas, P.; Díaz, M.-C.; Dohrmann, M.; Downey, R.; Hajdu, E.; Hooper, J.N.A.; Kelly, M.; Klautau, M.; Manconi, R.; Morrow, C.C. Pisera, A.B.; Ríos, P.; Rützler, K.; Schönberg, C.; Vacelet, J.; van Soest, R.W.M. (2022). World Porifera Database. Haplosclerida. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=131598 on 2022-09-20"		
Haptophyceae	Coccolithophyceae	4000153	Chromista - Hacrobia - Haptophyta - Coccolithophyceae	12	592906	exact	urn:lsid:marinespecies.org:taxname:592906		Checked by Taxonomic Editor	accepted	Coccolithophyceae	Rothmaler, 1951	592906	592906	Coccolithophyceae	Rothmaler, 1951	Chromista	Haptophyta	Coccolithophyceae							1				Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Coccolithophyceae. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=592906 on 2022-09-20		
Harmothoe	Harmothoe	1007434	Animalia - Annelida - Polychaeta - Errantia - Phyllodocida - Aphroditiformia - Polynoidae - Harmothoe	821	129491	exact	urn:lsid:marinespecies.org:taxname:129491	64502	Checked by Taxonomic Editor	accepted	Harmothoe	Kinberg, 1856	129491	129491	Harmothoe	Kinberg, 1856	Animalia	Annelida	Polychaeta	Phyllodocida	Polynoidae	Harmothoe				1	0	0	0	"Read, G.; Fauchald, K. (Ed.) (2022). World Polychaeta Database. Harmothoe Kinberg, 1856. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=129491 on 2022-09-20"		
Harmothoe antilopes	Harmothoe antilopes	227083	Animalia - Annelida - Polychaeta - Errantia - Phyllodocida - Aphroditiformia - Polynoidae - Harmothoe - Harmothoe antilopes	243	130754	exact	urn:lsid:marinespecies.org:taxname:130754		Checked by Taxonomic Editor	accepted	Harmothoe antilopes	McIntosh, 1876	130754	130754	Harmothoe antilopes	McIntosh, 1876	Animalia	Annelida	Polychaeta	Phyllodocida	Polynoidae	Harmothoe		antilopes		1	0	0	0	"Read, G.; Fauchald, K. (Ed.) (2022). World Polychaeta Database. Harmothoe antilopes McIntosh, 1876. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=130754 on 2022-09-20"		
Harmothoe aspera	Harmothoe aspera	227085	Animalia - Annelida - Polychaeta - Errantia - Phyllodocida - Aphroditiformia - Polynoidae - Harmothoe - Harmothoe aspera	4	130756	exact	urn:lsid:marinespecies.org:taxname:130756	64506	Checked by Taxonomic Editor	accepted	Harmothoe aspera	(Hansen, 1878)	130756	130756	Harmothoe aspera	(Hansen, 1878)	Animalia	Annelida	Polychaeta	Phyllodocida	Polynoidae	Harmothoe		aspera		1	0	0	0	"Read, G.; Fauchald, K. (Ed.) (2022). World Polychaeta Database. Harmothoe aspera (Hansen, 1878). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=130756 on 2022-09-20"		
Harmothoe borealis	Harmothoe borealis	227086	Animalia - Annelida - Polychaeta - Errantia - Phyllodocida - Aphroditiformia - Polynoidae - Harmothoe - Harmothoe borealis	131	130758	exact	urn:lsid:marinespecies.org:taxname:130758		Checked by Taxonomic Editor	accepted	Harmothoe borealis	(Théel, 1879)	130758	130758	Harmothoe borealis	(Théel, 1879)	Animalia	Annelida	Polychaeta	Phyllodocida	Polynoidae	Harmothoe		borealis		1	0	0	0	"Read, G.; Fauchald, K. (Ed.) (2022). World Polychaeta Database. Harmothoe borealis (Théel, 1879). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=130758 on 2022-09-20"		
Harmothoe extenuata	Harmothoe extenuata	227106	Animalia - Annelida - Polychaeta - Errantia - Phyllodocida - Aphroditiformia - Polynoidae - Harmothoe - Harmothoe extenuata	24	130762	exact	urn:lsid:marinespecies.org:taxname:130762	64509	Checked by Taxonomic Editor	accepted	Harmothoe extenuata	(Grube, 1840)	130762	130762	Harmothoe extenuata	(Grube, 1840)	Animalia	Annelida	Polychaeta	Phyllodocida	Polynoidae	Harmothoe		extenuata		1	0	0	0	"Read, G.; Fauchald, K. (Ed.) (2022). World Polychaeta Database. Harmothoe extenuata (Grube, 1840). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=130762 on 2022-09-20"		
Harmothoe fragilis	Harmothoe fragilis	227091	Animalia - Annelida - Polychaeta - Errantia - Phyllodocida - Aphroditiformia - Polynoidae - Harmothoe - Harmothoe fragilis	20	130763	exact	urn:lsid:marinespecies.org:taxname:130763	64536	Checked by Taxonomic Editor	accepted	Harmothoe fragilis	Moore, 1910	130763	130763	Harmothoe fragilis	Moore, 1910	Animalia	Annelida	Polychaeta	Phyllodocida	Polynoidae	Harmothoe		fragilis		1	0	0	0	"Read, G.; Fauchald, K. (Ed.) (2022). World Polychaeta Database. Harmothoe fragilis Moore, 1910. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=130763 on 2022-09-20"		
Harmothoe glabra	Harmothoe glabra	227054	Animalia - Annelida - Polychaeta - Errantia - Phyllodocida - Aphroditiformia - Polynoidae - Harmothoe - Harmothoe glabra	44	571832	exact	urn:lsid:marinespecies.org:taxname:571832		Checked by Taxonomic Editor	accepted	Harmothoe glabra	(Malmgren, 1865)	571832	571832	Harmothoe glabra	(Malmgren, 1865)	Animalia	Annelida	Polychaeta	Phyllodocida	Polynoidae	Harmothoe		glabra		1				"Read, G.; Fauchald, K. (Ed.) (2022). World Polychaeta Database. Harmothoe glabra (Malmgren, 1865). Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=571832 on 2022-09-20"		
Harmothoe imbricata	Harmothoe imbricata	227095	Animalia - Annelida - Polychaeta - Errantia - Phyllodocida - Aphroditiformia - Polynoidae - Harmothoe - Harmothoe imbricata	461	130769	exact	urn:lsid:marinespecies.org:taxname:130769	64513	Checked by Taxonomic Editor	accepted	Harmothoe imbricata	(Linnaeus, 1767)	130769	130769	Harmothoe imbricata	(Linnaeus, 1767)	Animalia	Annelida	Polychaeta	Phyllodocida	Polynoidae	Harmothoe		imbricata		1	0	0	0	"Read, G.; Fauchald, K. (Ed.) (2022). World Polychaeta Database. Harmothoe imbricata (Linnaeus, 1767). Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=130769 on 2022-09-20"		
Harmothoe impar	Harmothoe impar	227096	Animalia - Annelida - Polychaeta - Errantia - Phyllodocida - Aphroditiformia - Polynoidae - Harmothoe - Harmothoe impar	786	130770	exact	urn:lsid:marinespecies.org:taxname:130770	64515	Checked by Taxonomic Editor	accepted	Harmothoe impar	(Johnston, 1839)	130770	130770	Harmothoe impar	(Johnston, 1839)	Animalia	Annelida	Polychaeta	Phyllodocida	Polynoidae	Harmothoe		impar		1	0	0	0	"Read, G.; Fauchald, K. (Ed.) (2022). World Polychaeta Database. Harmothoe impar (Johnston, 1839). Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=130770 on 2022-09-20"		
Harmothoe ljungmani	Malmgrenia ljungmani	227055	Animalia - Annelida - Polychaeta - Errantia - Phyllodocida - Aphroditiformia - Polynoidae - Malmgrenia - Malmgrenia ljungmani	6	152304	exact	urn:lsid:marinespecies.org:taxname:152304		Checked by Taxonomic Editor	accepted	Malmgrenia ljungmani	(Malmgren, 1867)	152304	152304	Malmgrenia ljungmani	(Malmgren, 1867)	Animalia	Annelida	Polychaeta	Phyllodocida	Polynoidae	Malmgrenia		ljungmani		1	0	0	0	"Read, G.; Fauchald, K. (Ed.) (2022). World Polychaeta Database. Malmgrenia ljungmani (Malmgren, 1867). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=152304 on 2022-09-20"		
Harmothoinae	Harmothoinae	0	-	4	155167	exact	urn:lsid:marinespecies.org:taxname:155167		Checked by Taxonomic Editor	unaccepted	Harmothoinae	Willey, 1902	155091	155091	Polynoinae	Kinberg, 1856	Animalia	Annelida	Polychaeta	Phyllodocida	Polynoidae					1				"Read, G.; Fauchald, K. (Ed.) (2022). World Polychaeta Database. Harmothoinae Willey, 1902. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=155167 on 2022-09-20"		
Harpacticoida	Harpacticoida	3000213	Animalia - Arthropoda - Crustacea - Maxillopoda - Copepoda - Harpacticoida	3602	1102	exact	urn:lsid:marinespecies.org:taxname:1102	86110	Checked by Taxonomic Editor	accepted	Harpacticoida	Sars G.O., 1903	1102	1102	Harpacticoida	Sars G.O., 1903	Animalia	Arthropoda	Copepoda	Harpacticoida						1	1	1	1	WoRMS (2022). Harpacticoida. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1102 on 2022-09-20		
Harpinia	Harpinia	1009332	Animalia - Arthropoda - Crustacea - Malacostraca - Eumalacostraca - Peracarida - Amphipoda - Amphilochidea - Lysianassida - Haustorioidea - Phoxocephalidae - Harpinia	82	101716	exact	urn:lsid:marinespecies.org:taxname:101716	94634	Checked by Taxonomic Editor	accepted	Harpinia	Boeck, 1876	101716	101716	Harpinia	Boeck, 1876	Animalia	Arthropoda	Malacostraca	Amphipoda	Phoxocephalidae	Harpinia				1	0	0	0	"Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C.O.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Sket, B.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. (2022). World Amphipoda Database. Harpinia Boeck, 1876. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=101716 on 2022-09-20"		
Harpinia antennaria	Harpinia antennaria	233613	Animalia - Arthropoda - Crustacea - Malacostraca - Eumalacostraca - Peracarida - Amphipoda - Amphilochidea - Lysianassida - Haustorioidea - Phoxocephalidae - Harpinia - Harpinia antennaria	2123	102960	exact	urn:lsid:marinespecies.org:taxname:102960	94638	Checked by Taxonomic Editor	accepted	Harpinia antennaria	Meinert, 1890	102960	102960	Harpinia antennaria	Meinert, 1890	Animalia	Arthropoda	Malacostraca	Amphipoda	Phoxocephalidae	Harpinia		antennaria		1	0	0	0	"Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C.O.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Sket, B.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. (2022). World Amphipoda Database. Harpinia antennaria Meinert, 1890. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=102960 on 2022-09-20"		
